PRODUCTION_ID,LINE_ID,PRODUCT_ID,PRODUCTION_DATE,SHIFT,PLANNED_OUTPUT,ACTUAL_OUTPUT,UTILIZATION_RATE_PCT,OPERATION_HOURS,DOWNTIME_HOURS,DOWNTIME_REASON,YIELD_RATE_PCT
PRD-000291,LINE-01,PRD003,2023-10-18,전일,841,749,89.1,22.1,,,98.22
PRD-000292,LINE-01,PRD003,2023-10-19,전일,868,864,99.5,20.2,,,98.14
PRD-000293,LINE-01,PRD003,2023-10-20,전일,769,674,87.6,20.7,,,97.83
PRD-000294,LINE-01,PRD003,2023-10-21,전일,875,896,102.4,23.1,2.5,품질문제,97.83
PRD-000295,LINE-01,PRD003,2023-10-22,주간,833,89,10.7,4.0,18.9,계획정비,97.29
PRD-000296,LINE-01,PRD003,2023-10-23,전일,874,743,85.0,21.0,,,97.34
PRD-000297,LINE-01,PRD003,2023-10-24,전일,891,855,96.0,20.9,,,99.21
PRD-000298,LINE-01,PRD003,2023-10-25,전일,850,742,87.3,20.7,,,99.43
PRD-000299,LINE-01,PRD003,2023-10-26,전일,892,896,100.4,21.3,,,96.03
PRD-000300,LINE-01,PRD003,2023-10-27,전일,811,790,97.4,21.5,,,99.49
PRD-000301,LINE-01,PRD003,2023-10-28,전일,846,853,100.8,20.0,,,96.82
PRD-000302,LINE-01,PRD003,2023-10-29,전일,904,768,85.0,23.4,,,96.36
PRD-000303,LINE-01,PRD003,2023-10-30,전일,906,946,104.4,22.8,2.8,라인전환,97.45
PRD-000304,LINE-01,PRD003,2023-10-31,주간,781,31,4.0,5.3,18.6,계획정비,97.99
PRD-000305,LINE-01,PRD003,2023-11-01,전일,901,836,92.8,21.3,,,96.26
PRD-000306,LINE-01,PRD003,2023-11-02,전일,790,697,88.2,21.3,1.4,원자재부족,97.58
PRD-000307,LINE-01,PRD003,2023-11-03,주간,884,80,9.0,4.8,18.0,계획정비,96.75
PRD-000308,LINE-01,PRD003,2023-11-04,전일,907,842,92.8,22.7,,,99.47
PRD-000309,LINE-01,PRD003,2023-11-05,전일,847,735,86.8,23.2,0.5,원자재부족,96.46
PRD-000310,LINE-01,PRD003,2023-11-06,전일,851,767,90.1,20.1,,,98.83
PRD-000311,LINE-01,PRD003,2023-11-07,전일,775,801,103.4,23.3,,,96.1
PRD-000312,LINE-01,PRD003,2023-11-08,전일,794,719,90.6,20.1,,,96.86
PRD-000313,LINE-01,PRD003,2023-11-09,전일,776,703,90.6,21.7,,,98.79
PRD-000314,LINE-01,PRD003,2023-11-10,전일,770,713,92.6,21.9,,,97.2
PRD-000315,LINE-01,PRD003,2023-11-11,전일,771,747,96.9,23.6,,,96.21
PRD-000316,LINE-01,PRD003,2023-11-12,전일,801,706,88.1,22.6,,,98.86
PRD-000317,LINE-01,PRD003,2023-11-13,주간,911,59,6.5,5.4,17.0,계획정비,97.24
PRD-000318,LINE-01,PRD003,2023-11-14,전일,853,862,101.1,23.7,2.3,라인전환,97.97
PRD-000319,LINE-01,PRD003,2023-11-15,전일,793,680,85.8,20.9,,,97.84
PRD-000320,LINE-01,PRD003,2023-11-16,전일,797,698,87.6,23.7,,,97.13
PRD-000321,LINE-01,PRD003,2023-11-17,전일,900,904,100.4,23.8,,,99.3
PRD-000322,LINE-01,PRD003,2023-11-18,전일,787,693,88.1,23.2,,,98.27
PRD-000323,LINE-01,PRD003,2023-11-19,전일,901,907,100.7,22.7,,,97.32
PRD-000324,LINE-01,PRD003,2023-11-20,전일,768,760,99.0,23.4,,,97.99
PRD-000325,LINE-01,PRD003,2023-11-21,전일,856,837,97.8,23.7,2.4,원자재부족,97.21
PRD-000326,LINE-01,PRD003,2023-11-22,전일,864,860,99.5,21.8,,,96.87
PRD-000327,LINE-01,PRD003,2023-11-23,전일,783,665,84.9,21.8,,,96.58
PRD-000328,LINE-01,PRD003,2023-11-24,전일,818,756,92.4,23.2,,,98.65
PRD-000329,LINE-01,PRD003,2023-11-25,전일,883,756,85.6,21.3,,,96.26
PRD-000330,LINE-01,PRD003,2023-11-26,전일,778,807,103.7,21.4,,,99.13
PRD-000331,LINE-01,PRD003,2023-11-27,전일,862,837,97.1,20.6,1.0,원자재부족,97.43
PRD-000332,LINE-01,PRD003,2023-11-28,전일,810,704,86.9,22.3,,,96.54
PRD-000333,LINE-01,PRD003,2023-11-29,전일,810,795,98.1,20.8,0.9,품질문제,99.42
PRD-000334,LINE-01,PRD002,2023-11-30,전일,896,709,79.1,20.7,3.8,라인전환,97.29
PRD-000335,LINE-01,PRD002,2023-12-01,전일,806,695,86.2,20.3,,,97.9
PRD-000336,LINE-01,PRD002,2023-12-02,전일,823,785,95.4,22.3,,,97.05
PRD-000337,LINE-01,PRD002,2023-12-03,주간,850,131,15.4,4.3,17.7,계획정비,96.52
PRD-000338,LINE-01,PRD002,2023-12-04,전일,792,706,89.1,20.5,,,99.46
PRD-000339,LINE-01,PRD002,2023-12-05,전일,858,872,101.6,21.3,,,98.83
PRD-000340,LINE-01,PRD002,2023-12-06,전일,891,849,95.3,23.1,,,97.83
PRD-000341,LINE-01,PRD002,2023-12-07,전일,789,763,96.7,23.7,,,96.35
PRD-000342,LINE-01,PRD002,2023-12-08,전일,806,790,98.0,20.1,,,96.5
PRD-000343,LINE-01,PRD002,2023-12-09,주간,896,178,19.9,4.7,18.3,설비고장,90.42
PRD-000344,LINE-01,PRD002,2023-12-10,전일,891,879,98.7,20.5,,,97.55
PRD-000345,LINE-01,PRD002,2023-12-11,전일,860,763,88.7,23.7,,,97.7
PRD-000346,LINE-01,PRD002,2023-12-12,전일,790,720,91.1,20.5,,,99.08
PRD-000347,LINE-01,PRD002,2023-12-13,전일,887,902,101.7,20.1,1.4,원자재부족,96.96
PRD-000348,LINE-01,PRD002,2023-12-14,전일,772,713,92.4,20.7,,,98.05
PRD-000349,LINE-01,PRD002,2023-12-15,전일,875,864,98.7,20.1,2.6,원자재부족,99.0
PRD-000350,LINE-01,PRD002,2023-12-16,전일,826,705,85.4,21.9,0.9,설비고장,96.78
PRD-000351,LINE-01,PRD002,2023-12-17,전일,807,830,102.9,21.8,,,97.06
PRD-000352,LINE-01,PRD002,2023-12-18,전일,841,826,98.2,22.2,,,96.99
PRD-000353,LINE-01,PRD002,2023-12-19,전일,816,738,90.4,23.4,,,98.49
PRD-000354,LINE-01,PRD002,2023-12-20,전일,878,904,103.0,22.6,,,98.52
PRD-000355,LINE-01,PRD002,2023-12-21,전일,828,768,92.8,22.3,,,98.86
PRD-000356,LINE-01,PRD002,2023-12-22,전일,859,811,94.4,22.0,,,98.94
PRD-000357,LINE-01,PRD002,2023-12-23,전일,786,708,90.1,23.8,,,98.29
PRD-000358,LINE-01,PRD002,2023-12-24,전일,828,850,102.7,21.0,,,98.98
PRD-000359,LINE-01,PRD002,2023-12-25,전일,852,885,103.9,21.9,,,96.42
PRD-000360,LINE-01,PRD002,2023-12-26,전일,893,785,87.9,21.4,,,99.12
PRD-000361,LINE-01,PRD002,2023-12-27,전일,871,876,100.6,21.3,,,97.1
PRD-000362,LINE-01,PRD002,2023-12-28,전일,798,801,100.4,22.0,,,96.31
PRD-000363,LINE-01,PRD002,2023-12-29,전일,907,840,92.6,22.1,,,99.33
PRD-000364,LINE-01,PRD002,2023-12-30,전일,770,655,85.1,20.9,,,97.09
PRD-000365,LINE-01,PRD002,2023-12-31,전일,777,667,85.8,21.8,,,97.83
PRD-000366,LINE-01,PRD002,2024-01-01,전일,897,727,81.0,20.7,,,98.84
PRD-000367,LINE-01,PRD002,2024-01-02,전일,798,599,75.1,20.5,,,98.77
PRD-000368,LINE-01,PRD002,2024-01-03,전일,774,714,92.2,22.6,2.2,계획정비,97.56
PRD-000369,LINE-01,PRD002,2024-01-04,전일,866,649,74.9,22.6,,,96.94
PRD-000370,LINE-01,PRD002,2024-01-05,전일,783,684,87.4,21.1,,,97.74
PRD-000371,LINE-01,PRD002,2024-01-06,전일,908,736,81.1,21.2,1.7,원자재부족,98.41
PRD-000372,LINE-01,PRD002,2024-01-07,주간,780,25,3.2,4.3,18.7,계획정비,99.32
PRD-000373,LINE-01,PRD002,2024-01-08,전일,860,712,82.8,21.1,2.5,설비고장,98.98
PRD-000374,LINE-01,PRD002,2024-01-09,전일,890,805,90.4,23.4,,,96.6
PRD-000375,LINE-01,PRD002,2024-01-10,전일,873,710,81.3,20.7,,,99.37
PRD-000376,LINE-01,PRD002,2024-01-11,전일,828,748,90.3,20.5,,,96.21
PRD-000377,LINE-01,PRD002,2024-01-12,전일,899,748,83.2,20.7,,,97.26
PRD-000378,LINE-01,PRD002,2024-01-13,전일,896,746,83.3,20.5,,,96.16
PRD-000379,LINE-01,PRD002,2024-01-14,전일,865,763,88.2,23.9,,,97.18
PRD-000380,LINE-01,PRD002,2024-01-15,전일,863,683,79.1,22.7,,,96.52
PRD-000381,LINE-01,PRD002,2024-01-16,전일,769,701,91.2,23.4,,,96.26
PRD-000382,LINE-01,PRD002,2024-01-17,전일,775,610,78.7,21.6,,,97.61
PRD-000383,LINE-01,PRD002,2024-01-18,전일,832,639,76.8,23.0,,,97.95
PRD-000384,LINE-01,PRD002,2024-01-19,전일,896,758,84.6,23.8,,,96.19
PRD-000385,LINE-01,PRD002,2024-01-20,전일,854,746,87.4,22.9,2.4,원자재부족,96.01
PRD-000386,LINE-01,PRD002,2024-01-21,전일,783,709,90.5,20.6,,,98.53
PRD-000387,LINE-01,PRD002,2024-01-22,전일,901,736,81.7,23.3,,,97.18
PRD-000388,LINE-01,PRD002,2024-01-23,주간,859,173,20.1,2.5,19.7,계획정비,97.6
PRD-000389,LINE-01,PRD002,2024-01-24,전일,768,673,87.6,23.4,,,97.78
PRD-000390,LINE-01,PRD002,2024-01-25,전일,793,706,89.0,21.5,,,99.09
PRD-000391,LINE-01,PRD002,2024-01-26,전일,855,743,86.9,21.1,,,99.4
PRD-000392,LINE-01,PRD002,2024-01-27,전일,854,772,90.4,23.4,,,97.1
PRD-000393,LINE-01,PRD002,2024-01-28,전일,857,684,79.8,23.7,2.3,원자재부족,97.76
PRD-000394,LINE-01,PRD002,2024-01-29,전일,837,710,84.8,22.7,,,97.87
PRD-000395,LINE-01,PRD002,2024-01-30,전일,843,634,75.2,20.2,1.2,원자재부족,99.44
PRD-000396,LINE-01,PRD002,2024-01-31,전일,810,713,88.0,21.4,,,98.16
PRD-000397,LINE-01,PRD002,2024-02-01,전일,861,798,92.7,22.8,1.5,계획정비,99.35
PRD-000398,LINE-01,PRD002,2024-02-02,주간,875,53,6.1,5.5,16.8,계획정비,97.55
PRD-000399,LINE-01,PRD002,2024-02-03,전일,852,850,99.8,23.1,,,97.03
PRD-000400,LINE-01,PRD002,2024-02-04,주간,906,199,22.0,2.5,21.4,계획정비,96.98
PRD-000401,LINE-01,PRD002,2024-02-05,주간,835,469,56.2,6.2,17.2,설비고장,88.46
PRD-000402,LINE-01,PRD002,2024-02-06,전일,847,732,86.4,22.1,,,97.82
PRD-000403,LINE-01,PRD002,2024-02-07,전일,826,759,91.9,22.7,,,97.03
PRD-000404,LINE-01,PRD002,2024-02-08,전일,886,926,104.5,20.5,,,96.84
PRD-000405,LINE-01,PRD002,2024-02-09,전일,773,793,102.6,23.7,,,97.35
PRD-000406,LINE-01,PRD002,2024-02-10,전일,886,819,92.4,21.9,,,98.28
PRD-000407,LINE-01,PRD002,2024-02-11,주간,781,227,29.1,5.1,17.8,계획정비,98.19
PRD-000408,LINE-01,PRD002,2024-02-12,전일,829,721,87.0,22.6,,,98.61
PRD-000409,LINE-01,PRD001,2024-02-13,전일,773,548,70.9,22.2,3.1,라인전환,96.8
PRD-000410,LINE-01,PRD001,2024-02-14,전일,830,708,85.3,22.1,,,98.16
PRD-000411,LINE-01,PRD001,2024-02-15,전일,868,750,86.4,21.2,,,98.12
PRD-000412,LINE-01,PRD001,2024-02-16,전일,886,758,85.6,22.1,1.5,라인전환,97.03
PRD-000413,LINE-01,PRD001,2024-02-17,전일,907,928,102.3,23.8,,,96.43
PRD-000414,LINE-01,PRD001,2024-02-18,전일,904,823,91.0,20.8,,,98.98
PRD-000415,LINE-01,PRD001,2024-02-19,전일,856,770,90.0,20.7,,,98.98
PRD-000416,LINE-01,PRD001,2024-02-20,전일,847,769,90.8,21.0,,,98.03
PRD-000417,LINE-01,PRD001,2024-02-21,전일,864,774,89.6,22.5,,,97.11
PRD-000418,LINE-01,PRD001,2024-02-22,전일,812,785,96.7,23.2,,,96.59
PRD-000419,LINE-01,PRD001,2024-02-23,전일,870,851,97.8,23.4,2.3,계획정비,97.62
PRD-000420,LINE-01,PRD001,2024-02-24,전일,793,770,97.1,23.4,1.8,품질문제,98.57
PRD-000421,LINE-01,PRD001,2024-02-25,전일,890,868,97.5,23.1,,,96.13
PRD-000422,LINE-01,PRD001,2024-02-26,전일,845,828,98.0,21.5,,,98.7
PRD-000423,LINE-01,PRD001,2024-02-27,전일,840,729,86.8,22.0,,,98.97
PRD-000424,LINE-01,PRD001,2024-02-28,전일,877,770,87.8,20.7,,,98.31
PRD-000425,LINE-01,PRD001,2024-02-29,전일,903,774,85.7,20.9,,,96.82
PRD-000426,LINE-01,PRD001,2024-03-01,전일,823,850,103.3,20.2,,,96.36
PRD-000427,LINE-01,PRD001,2024-03-02,전일,805,771,95.8,21.5,,,98.06
PRD-000428,LINE-01,PRD001,2024-03-03,전일,898,856,95.3,23.3,,,98.77
PRD-000429,LINE-01,PRD001,2024-03-04,주간,895,118,13.2,2.9,20.1,계획정비,96.98
PRD-000430,LINE-01,PRD001,2024-03-05,전일,863,805,93.3,22.9,,,97.68
PRD-000431,LINE-01,PRD001,2024-03-06,전일,771,662,85.9,20.5,,,99.12
PRD-000432,LINE-01,PRD001,2024-03-07,전일,900,857,95.2,22.4,,,96.07
PRD-000433,LINE-01,PRD001,2024-03-08,전일,780,733,94.0,23.5,,,98.91
PRD-000434,LINE-01,PRD001,2024-03-09,전일,886,785,88.6,20.7,,,99.23
PRD-000435,LINE-01,PRD001,2024-03-10,주간,822,32,3.9,2.1,20.9,계획정비,99.18
PRD-000436,LINE-01,PRD001,2024-03-11,전일,793,817,103.0,23.5,,,98.63
PRD-000437,LINE-01,PRD001,2024-03-12,전일,897,859,95.8,23.6,,,98.27
PRD-000438,LINE-01,PRD001,2024-03-13,전일,774,739,95.5,23.8,,,98.69
PRD-000439,LINE-01,PRD001,2024-03-14,전일,888,857,96.5,20.5,,,96.81
PRD-000440,LINE-01,PRD001,2024-03-15,전일,894,832,93.1,20.0,,,96.02
PRD-000441,LINE-01,PRD001,2024-03-16,전일,822,732,89.1,21.6,1.6,라인전환,96.89
PRD-000442,LINE-01,PRD001,2024-03-17,전일,866,866,100.0,22.2,,,96.63
PRD-000443,LINE-01,PRD001,2024-03-18,전일,851,855,100.5,22.9,,,98.31
PRD-000444,LINE-01,PRD001,2024-03-19,전일,868,765,88.1,22.0,,,98.8
PRD-000445,LINE-01,PRD001,2024-03-20,전일,824,805,97.7,23.3,,,98.1
PRD-000446,LINE-01,PRD001,2024-03-21,전일,821,797,97.1,23.7,,,98.3
PRD-000447,LINE-01,PRD001,2024-03-22,전일,879,777,88.4,21.8,,,98.3
PRD-000448,LINE-01,PRD001,2024-03-23,주간,854,264,30.9,12.6,10.1,설비고장,91.24
PRD-000449,LINE-01,PRD001,2024-03-24,전일,880,810,92.0,21.6,,,96.05
PRD-000450,LINE-01,PRD001,2024-03-25,전일,847,842,99.4,21.4,,,96.79
PRD-000451,LINE-01,PRD001,2024-03-26,전일,850,766,90.1,22.0,,,97.76
PRD-000452,LINE-01,PRD001,2024-03-27,전일,905,927,102.4,22.8,,,97.97
PRD-000453,LINE-01,PRD001,2024-03-28,전일,906,853,94.2,23.6,,,97.69
PRD-000454,LINE-01,PRD001,2024-03-29,전일,881,787,89.3,23.2,,,97.24
PRD-000455,LINE-01,PRD001,2024-03-30,전일,805,730,90.7,22.7,,,96.27
PRD-000456,LINE-01,PRD001,2024-03-31,전일,818,841,102.8,20.7,,,99.26
PRD-000457,LINE-01,PRD001,2024-04-01,전일,802,724,90.3,20.8,,,98.17
PRD-000458,LINE-01,PRD001,2024-04-02,전일,905,858,94.8,23.1,,,96.15
PRD-000459,LINE-01,PRD001,2024-04-03,전일,909,935,102.9,22.0,,,99.21
PRD-000460,LINE-01,PRD001,2024-04-04,전일,775,782,100.9,23.8,1.4,원자재부족,97.6
PRD-000461,LINE-01,PRD001,2024-04-05,주간,865,196,22.7,8.6,14.2,설비고장,90.34
PRD-000462,LINE-01,PRD001,2024-04-06,전일,820,778,94.9,21.7,,,97.28
PRD-000463,LINE-01,PRD001,2024-04-07,전일,909,897,98.7,22.9,,,97.94
PRD-000464,LINE-01,PRD001,2024-04-08,전일,874,825,94.4,20.7,,,99.48
PRD-000465,LINE-01,PRD001,2024-04-09,전일,881,801,90.9,21.6,,,96.21
PRD-000466,LINE-01,PRD001,2024-04-10,전일,832,762,91.6,21.4,,,98.84
PRD-000467,LINE-01,PRD001,2024-04-11,전일,865,840,97.1,23.9,,,97.14
PRD-000468,LINE-01,PRD001,2024-04-12,전일,779,757,97.2,22.5,0.9,품질문제,97.48
PRD-000469,LINE-01,PRD001,2024-04-13,주간,817,76,9.3,4.6,18.0,계획정비,98.12
PRD-000470,LINE-01,PRD001,2024-04-14,전일,875,834,95.3,21.7,,,96.08
PRD-000471,LINE-01,PRD001,2024-04-15,전일,903,894,99.0,20.8,,,96.33
PRD-000472,LINE-01,PRD001,2024-04-16,주간,825,378,45.8,5.5,17.3,설비고장,88.76
PRD-000473,LINE-01,PRD001,2024-04-17,전일,831,727,87.5,20.1,,,99.01
PRD-000474,LINE-01,PRD001,2024-04-18,전일,902,865,95.9,23.9,,,96.62
PRD-000475,LINE-01,PRD001,2024-04-19,전일,849,810,95.4,23.6,,,96.79
PRD-000476,LINE-01,PRD003,2024-04-20,전일,811,618,76.2,21.4,2.9,라인전환,96.03
PRD-000477,LINE-01,PRD003,2024-04-21,전일,882,855,96.9,22.2,,,99.09
PRD-000478,LINE-01,PRD003,2024-04-22,전일,861,874,101.5,21.1,,,96.84
PRD-000479,LINE-01,PRD003,2024-04-23,전일,808,806,99.8,21.7,,,96.64
PRD-000480,LINE-01,PRD003,2024-04-24,전일,856,774,90.4,20.8,0.6,라인전환,96.08
PRD-000481,LINE-01,PRD003,2024-04-25,전일,769,667,86.7,22.0,,,97.09
PRD-000482,LINE-01,PRD003,2024-04-26,전일,881,807,91.6,20.2,,,96.25
PRD-000483,LINE-01,PRD003,2024-04-27,전일,889,900,101.2,20.5,,,96.87
PRD-000484,LINE-01,PRD003,2024-04-28,전일,796,793,99.6,22.1,,,97.65
PRD-000485,LINE-01,PRD003,2024-04-29,전일,872,871,99.9,21.0,,,96.7
PRD-000486,LINE-01,PRD003,2024-04-30,전일,799,697,87.2,21.3,,,96.97
PRD-000487,LINE-01,PRD003,2024-05-01,야간,774,363,46.9,13.6,10.1,설비고장,94.94
PRD-000488,LINE-01,PRD003,2024-05-02,전일,907,908,100.1,20.2,,,98.45
PRD-000489,LINE-01,PRD003,2024-05-03,전일,909,916,100.8,23.2,,,96.68
PRD-000490,LINE-01,PRD003,2024-05-04,전일,897,849,94.6,22.2,,,97.72
PRD-000491,LINE-01,PRD003,2024-05-05,전일,835,854,102.3,20.3,,,97.03
PRD-000492,LINE-01,PRD003,2024-05-06,주간,859,195,22.7,16.4,6.4,설비고장,91.28
PRD-000493,LINE-01,PRD003,2024-05-07,주간,907,222,24.5,2.8,19.8,계획정비,98.68
PRD-000494,LINE-01,PRD003,2024-05-08,전일,781,766,98.1,23.3,2.7,원자재부족,96.37
PRD-000495,LINE-01,PRD003,2024-05-09,전일,838,816,97.4,20.2,,,98.51
PRD-000496,LINE-01,PRD003,2024-05-10,전일,901,915,101.6,23.2,1.9,계획정비,98.88
PRD-000497,LINE-01,PRD003,2024-05-11,주간,778,141,18.1,17.4,6.4,설비고장,94.53
PRD-000498,LINE-01,PRD003,2024-05-12,전일,803,782,97.4,22.2,,,98.61
PRD-000499,LINE-01,PRD003,2024-05-13,전일,869,812,93.4,20.7,,,97.41
PRD-000500,LINE-01,PRD003,2024-05-14,전일,831,764,91.9,22.2,,,98.96
PRD-000501,LINE-01,PRD003,2024-05-15,전일,855,823,96.3,21.5,,,98.61
PRD-000502,LINE-01,PRD003,2024-05-16,전일,872,912,104.6,22.1,,,97.06
PRD-000503,LINE-01,PRD003,2024-05-17,전일,813,816,100.4,23.7,,,98.0
PRD-000504,LINE-01,PRD003,2024-05-18,전일,834,734,88.0,21.5,,,96.82
PRD-000505,LINE-01,PRD003,2024-05-19,주간,825,227,27.5,4.9,17.7,계획정비,98.78
PRD-000506,LINE-01,PRD003,2024-05-20,전일,781,764,97.8,22.9,,,96.27
PRD-000507,LINE-01,PRD003,2024-05-21,전일,885,825,93.2,23.5,,,98.28
PRD-000508,LINE-01,PRD003,2024-05-22,전일,859,739,86.0,21.3,,,97.14
PRD-000509,LINE-01,PRD003,2024-05-23,전일,865,907,104.9,23.0,,,96.32
PRD-000510,LINE-01,PRD003,2024-05-24,전일,789,723,91.6,22.3,1.5,설비고장,97.39
PRD-000511,LINE-01,PRD003,2024-05-25,전일,837,744,88.9,22.6,,,98.16
PRD-000512,LINE-01,PRD003,2024-05-26,전일,879,804,91.5,20.5,,,97.28
PRD-000513,LINE-01,PRD003,2024-05-27,전일,862,865,100.3,24.0,,,99.47
PRD-000514,LINE-01,PRD003,2024-05-28,야간,885,106,12.0,6.2,16.3,설비고장,88.77
PRD-000515,LINE-01,PRD003,2024-05-29,전일,886,755,85.2,21.2,,,97.16
PRD-000516,LINE-01,PRD003,2024-05-30,전일,876,840,95.9,22.8,,,97.32
PRD-000517,LINE-01,PRD003,2024-05-31,전일,776,690,88.9,20.2,,,96.03
PRD-000518,LINE-01,PRD003,2024-06-01,전일,863,882,102.2,21.2,,,97.35
PRD-000519,LINE-01,PRD003,2024-06-02,전일,813,831,102.2,20.7,,,97.6
PRD-000520,LINE-01,PRD003,2024-06-03,주간,803,127,15.8,3.3,19.9,계획정비,96.55
PRD-000521,LINE-01,PRD003,2024-06-04,전일,908,862,94.9,22.5,,,99.12
PRD-000522,LINE-01,PRD003,2024-06-05,전일,904,809,89.5,23.6,,,96.31
PRD-000523,LINE-01,PRD003,2024-06-06,전일,858,768,89.5,22.3,,,97.09
PRD-000524,LINE-01,PRD003,2024-06-07,전일,861,831,96.5,23.5,,,98.47
PRD-000525,LINE-01,PRD003,2024-06-08,전일,898,901,100.3,21.3,,,99.32
PRD-000526,LINE-01,PRD003,2024-06-09,전일,894,889,99.4,23.5,,,97.44
PRD-000527,LINE-01,PRD003,2024-06-10,전일,902,816,90.5,20.4,,,98.67
PRD-000528,LINE-01,PRD003,2024-06-11,전일,801,718,89.6,21.4,,,97.67
PRD-000529,LINE-01,PRD003,2024-06-12,전일,794,736,92.7,20.6,,,96.11
PRD-000530,LINE-01,PRD003,2024-06-13,전일,904,808,89.4,23.0,2.8,계획정비,99.03
PRD-000531,LINE-01,PRD003,2024-06-14,전일,879,854,97.2,22.9,,,99.29
PRD-000532,LINE-01,PRD003,2024-06-15,전일,869,745,85.7,21.8,,,96.15
PRD-000533,LINE-01,PRD003,2024-06-16,전일,773,716,92.6,20.8,,,99.1
PRD-000534,LINE-01,PRD003,2024-06-17,전일,856,736,86.0,21.9,,,96.32
PRD-000535,LINE-01,PRD003,2024-06-18,전일,852,876,102.8,21.6,,,96.09
PRD-000536,LINE-01,PRD003,2024-06-19,전일,895,776,86.7,22.8,,,98.79
PRD-000537,LINE-01,PRD003,2024-06-20,전일,832,767,92.2,22.9,,,98.14
PRD-000538,LINE-01,PRD003,2024-06-21,전일,792,159,20.1,16.1,7.6,설비고장,89.3
PRD-000539,LINE-01,PRD002,2024-06-22,전일,832,660,79.3,23.8,,,98.68
PRD-000540,LINE-01,PRD002,2024-06-23,전일,895,127,14.2,13.2,9.9,설비고장,91.98
PRD-000541,LINE-01,PRD002,2024-06-24,전일,808,788,97.5,20.2,,,96.51
PRD-000542,LINE-01,PRD002,2024-06-25,전일,775,723,93.3,20.6,,,98.31
PRD-000543,LINE-01,PRD002,2024-06-26,전일,907,906,99.9,23.7,1.2,품질문제,99.14
PRD-000544,LINE-01,PRD002,2024-06-27,전일,835,730,87.4,21.3,,,96.73
PRD-000545,LINE-01,PRD002,2024-06-28,주간,850,249,29.3,4.1,19.7,계획정비,98.53
PRD-000546,LINE-01,PRD002,2024-06-29,전일,813,776,95.4,23.7,,,97.74
PRD-000547,LINE-01,PRD002,2024-06-30,전일,895,802,89.6,23.9,0.6,설비고장,98.58
PRD-000548,LINE-01,PRD002,2024-07-01,전일,848,828,97.6,22.6,,,96.89
PRD-000549,LINE-01,PRD002,2024-07-02,전일,878,766,87.2,21.4,,,98.16
PRD-000550,LINE-01,PRD002,2024-07-03,전일,900,851,94.6,23.2,,,97.69
PRD-000551,LINE-01,PRD002,2024-07-04,전일,816,821,100.6,23.7,1.8,라인전환,98.54
PRD-000552,LINE-01,PRD002,2024-07-05,전일,883,907,102.7,20.3,2.6,품질문제,99.44
PRD-000553,LINE-01,PRD002,2024-07-06,전일,853,872,102.2,22.8,,,96.11
PRD-000554,LINE-01,PRD002,2024-07-07,전일,833,866,104.0,22.1,,,97.31
PRD-000555,LINE-01,PRD002,2024-07-08,전일,771,729,94.6,20.8,,,98.56
PRD-000556,LINE-01,PRD002,2024-07-09,전일,893,905,101.3,20.8,1.5,라인전환,96.41
PRD-000557,LINE-01,PRD002,2024-07-10,전일,815,837,102.7,22.1,,,97.09
PRD-000558,LINE-01,PRD002,2024-07-11,전일,796,722,90.7,23.1,,,96.95
PRD-000559,LINE-01,PRD002,2024-07-12,전일,848,738,87.0,22.2,,,99.3
PRD-000560,LINE-01,PRD002,2024-07-13,전일,812,835,102.8,20.2,,,96.37
PRD-000561,LINE-01,PRD002,2024-07-14,전일,853,867,101.6,22.5,,,98.86
PRD-000562,LINE-01,PRD002,2024-07-15,전일,900,902,100.2,20.4,,,98.45
PRD-000563,LINE-01,PRD002,2024-07-16,전일,878,828,94.3,20.6,,,96.9
PRD-000564,LINE-01,PRD002,2024-07-17,전일,815,833,102.2,21.8,1.7,품질문제,97.68
PRD-000565,LINE-01,PRD002,2024-07-18,전일,782,792,101.3,21.3,,,98.77
PRD-000566,LINE-01,PRD002,2024-07-19,전일,857,822,95.9,21.5,,,98.85
PRD-000567,LINE-01,PRD002,2024-07-20,전일,881,844,95.8,20.7,,,98.59
PRD-000568,LINE-01,PRD002,2024-07-21,전일,853,780,91.4,23.3,,,99.35
PRD-000569,LINE-01,PRD002,2024-07-22,전일,879,813,92.5,22.6,1.0,원자재부족,99.11
PRD-000570,LINE-01,PRD002,2024-07-23,전일,833,756,90.8,20.8,,,97.11
PRD-000571,LINE-01,PRD002,2024-07-24,전일,830,868,104.6,24.0,,,98.14
PRD-000572,LINE-01,PRD002,2024-07-25,전일,776,799,103.0,20.0,,,99.43
PRD-000573,LINE-01,PRD002,2024-07-26,전일,869,807,92.9,22.8,,,97.52
PRD-000574,LINE-01,PRD002,2024-07-27,전일,847,862,101.8,23.4,,,99.49
PRD-000575,LINE-01,PRD002,2024-07-28,전일,770,765,99.4,22.6,,,96.48
PRD-000576,LINE-01,PRD002,2024-07-29,전일,896,886,98.9,22.5,,,97.48
PRD-000577,LINE-01,PRD002,2024-07-30,전일,829,705,85.0,23.4,,,97.76
PRD-000578,LINE-01,PRD002,2024-07-31,야간,773,224,29.0,5.6,17.4,설비고장,94.21
PRD-000579,LINE-01,PRD002,2024-08-01,전일,880,763,86.7,22.1,,,96.86
PRD-000580,LINE-01,PRD002,2024-08-02,전일,866,763,88.1,22.5,,,97.87
